time_group,temperature,relative_humidity,dew_point,rain,surface_pressure,cloud_cover
2015-04-20 00:00:00,25.4125,90.5,23.75,0.7,1007.5875,91.875
2015-04-20 08:00:00,28.55,76.25,23.9125,0.5,1007.1625,43.0
2015-04-20 16:00:00,28.2375,79.625,24.375,3.9,1006.2375,38.5
2015-04-21 00:00:00,24.425,91.625,23.0,12.0,1008.0,98.625
2015-04-21 08:00:00,26.075,86.25,23.599999999999998,3.6,1008.2375,100.0
2015-04-21 16:00:00,25.9125,90.75,24.3125,2.5,1006.325,96.125
2015-04-22 00:00:00,24.8875,97.0,24.3875,0.6000000000000001,1006.7875,94.0
2015-04-22 08:00:00,27.7,83.75,24.675,12.9,1006.9125,80.375
2015-04-22 16:00:00,26.4375,88.0,24.2375,0.7,1006.65,96.875
2015-04-23 00:00:00,25.125,92.0,23.724999999999998,1.4,1007.5375,96.125
2015-04-23 08:00:00,27.5375,81.875,24.1125,0.0,1007.4125,74.0
2015-04-23 16:00:00,26.8625,84.5,24.0125,1.7000000000000002,1006.5,61.5
2015-04-24 00:00:00,24.0875,95.0,23.2625,1.9,1007.6125,92.625
2015-04-24 08:00:00,28.3375,77.625,23.875,6.7,1007.4125,92.125
2015-04-24 16:00:00,26.475,86.5,23.9875,5.3999999999999995,1006.7,94.125
2015-04-25 00:00:00,24.725,94.875,23.825,6.1,1007.1625,98.375
2015-04-25 08:00:00,26.9375,83.375,23.8375,3.3,1007.2875,77.75
2015-04-25 16:00:00,25.25,92.625,23.925,14.1,1007.5375,97.375
2015-04-26 00:00:00,24.75,89.375,22.8,6.1,1008.2625,99.875
2015-04-26 08:00:00,26.2125,76.5,21.7875,2.0,1008.525,99.875
2015-04-26 16:00:00,26.8,75.25,22.0125,0.0,1007.6875,99.5
2015-04-27 00:00:00,25.6875,83.625,22.7,0.2,1007.4375,85.375
2015-04-27 08:00:00,28.725,71.5,23.05,0.0,1007.35,43.125
2015-04-27 16:00:00,27.8,76.875,23.35,0.0,1007.4625,82.375
2015-04-28 00:00:00,25.9625,88.25,23.85,6.3,1007.7375,76.5
2015-04-28 08:00:00,27.625,83.0,24.4125,2.5,1008.0375,58.25
2015-04-28 16:00:00,26.9625,84.75,24.2,3.1,1007.7875,90.375
2015-04-29 00:00:00,25.3125,93.0,24.0875,6.4,1008.5875,100.0
2015-04-29 08:00:00,27.0125,87.625,24.7375,4.5,1008.75,98.5
2015-04-29 16:00:00,26.775,85.0,23.9875,0.0,1006.975,99.625
2015-04-30 00:00:00,25.425,91.625,23.9625,1.5,1007.25,97.75
2015-04-30 08:00:00,27.8125,81.25,24.3,1.9,1007.4250000000001,91.5
2015-04-30 16:00:00,26.75,86.875,24.35,3.2,1007.05,98.25
2015-05-01 00:00:00,25.6,90.25,23.8625,1.7,1007.7125,99.75
2015-05-01 08:00:00,27.3375,84.875,24.5375,5.699999999999999,1007.225,90.75
2015-05-01 16:00:00,26.8375,85.625,24.25,0.9,1006.825,95.75
2015-05-02 00:00:00,25.4125,91.125,23.85,1.3,1007.9125,96.75
2015-05-02 08:00:00,27.7375,81.875,24.3125,2.0,1007.7625,86.125
2015-05-02 16:00:00,26.4875,86.25,23.975,4.4,1007.1875,95.5
2015-05-03 00:00:00,25.675,89.125,23.7375,1.8,1008.1875,100.0
2015-05-03 08:00:00,27.9125,78.875,23.85,1.0,1008.4625,95.75
2015-05-03 16:00:00,27.0375,80.125,23.3,2.5,1007.375,90.125
2015-05-04 00:00:00,25.575,88.625,23.5625,0.2,1007.975,96.5
2015-05-04 08:00:00,27.55,79.75,23.725,3.9,1007.925,66.875
2015-05-04 16:00:00,26.3625,85.5,23.725,2.5,1007.275,85.375
2015-05-05 00:00:00,24.65,96.25,24.025,5.5,1007.85,100.0
2015-05-05 08:00:00,26.725,86.625,24.25,2.7,1008.15,99.875
2015-05-05 16:00:00,26.175,85.75,23.5875,0.0,1006.4,99.875
2015-05-06 00:00:00,24.875,95.625,24.1125,0.0,1006.8,97.0
2015-05-06 08:00:00,27.775,79.5,23.9,1.5,1006.5625,68.125
2015-05-06 16:00:00,27.1625,81.0,23.625,0.0,1006.025,92.75
2015-05-07 00:00:00,25.9375,87.875,23.775,3.0,1007.1625,96.875
2015-05-07 08:00:00,27.325,82.875,24.1125,3.0,1007.7625,75.25
2015-05-07 16:00:00,26.675,84.5,23.837500000000002,5.6,1006.95,93.75
2015-05-08 00:00:00,25.5125,89.375,23.6625,0.6000000000000001,1006.9375,98.75
2015-05-08 08:00:00,28.0,81.0,24.4125,0.8,1005.975,62.25
2015-05-08 16:00:00,27.75,80.25,24.0375,0.0,1005.1875,83.0
2015-05-09 00:00:00,25.375,90.625,23.7125,4.7,1006.4375,96.5
2015-05-09 08:00:00,27.3125,81.25,23.7875,1.3,1006.6,93.25
2015-05-09 16:00:00,25.975,88.375,23.85,4.5,1006.6875,99.75
2015-05-10 00:00:00,24.85,95.625,24.0875,3.0,1007.1125,97.875
2015-05-10 08:00:00,27.5375,83.25,24.4125,1.0,1006.8625,99.625
2015-05-10 16:00:00,26.475,88.875,24.4375,0.8999999999999999,1006.6625,98.0
2015-05-11 00:00:00,24.775,98.125,24.4375,4.0,1007.3375,98.875
2015-05-11 08:00:00,27.6625,84.125,24.725,1.2000000000000002,1007.2625,96.75
2015-05-11 16:00:00,27.275,85.25,24.5625,3.4000000000000004,1006.975,98.875
2015-05-12 00:00:00,24.9875,98.375,24.7,2.0,1007.2375,98.5
2015-05-12 08:00:00,27.4625,85.875,24.825,2.3,1007.7625,99.5
2015-05-12 16:00:00,26.8,87.25,24.45,6.1,1007.2625,98.875
2015-05-13 00:00:00,24.6625,97.5,24.225,6.4,1007.525,98.75
2015-05-13 08:00:00,27.2125,86.375,24.725,1.9,1007.5,99.625
2015-05-13 16:00:00,26.4375,87.625,24.2625,4.1,1007.5125,99.75
2015-05-14 00:00:00,24.425,98.375,24.175,10.6,1008.2125,100.0
2015-05-14 08:00:00,26.650000000000002,88.75,24.6,3.7,1008.7625,95.75
2015-05-14 16:00:00,26.325,88.625,24.25,3.9000000000000004,1008.0875,96.0
2015-05-15 00:00:00,24.400000000000002,99.75,24.3375,6.8999999999999995,1008.675,99.0
2015-05-15 08:00:00,26.7,87.375,24.4125,1.2000000000000002,1009.1875,99.0
2015-05-15 16:00:00,26.375,88.0,24.2125,3.6,1008.5625,98.375
2015-05-16 00:00:00,24.9125,90.875,23.3125,2.6,1008.9,99.0
2015-05-16 08:00:00,27.1,83.25,24.0,7.3,1008.5875,81.125
2015-05-16 16:00:00,26.4,84.75,23.65,5.9,1007.6875,99.25
2015-05-17 00:00:00,25.35,90.625,23.7,1.1,1007.0375,88.875
2015-05-17 08:00:00,27.3625,85.0,24.5875,0.7000000000000001,1007.375,58.375
2015-05-17 16:00:00,27.6625,77.625,23.375,0.7,1006.55,71.5
2015-05-18 00:00:00,26.8125,81.375,23.3625,0.0,1007.1625,34.125
2015-05-18 08:00:00,28.675,72.0,23.1,0.2,1008.3625,27.375
2015-05-18 16:00:00,28.025,74.0,22.9125,0.0,1007.6375,93.125
2015-05-19 00:00:00,26.575,84.625,23.775000000000002,0.0,1008.4625,38.0
2015-05-19 08:00:00,28.2625,79.5,24.3625,0.8,1008.75,41.375
2015-05-19 16:00:00,27.425,82.25,24.087500000000002,0.3,1007.7875,78.0
2015-05-20 00:00:00,25.65,90.5,23.9625,4.5,1008.7125,76.25
2015-05-20 08:00:00,27.4625,83.375,24.4,0.5,1009.3625,77.25
2015-05-20 16:00:00,27.075,84.375,24.225,0.4,1008.45,49.0
2015-05-21 00:00:00,26.05,90.625,24.4375,0.0,1009.3125,76.75
2015-05-21 08:00:00,28.375,83.0,25.2125,0.0,1009.325,61.75
2015-05-21 16:00:00,27.3625,84.25,24.45,0.5,1007.975,80.0
2015-05-22 00:00:00,25.625,89.875,23.85,0.6,1008.8625,97.75
2015-05-22 08:00:00,27.6625,86.375,25.15,1.6,1008.825,92.375
2015-05-22 16:00:00,26.662499999999998,87.75,24.4625,1.1,1007.7125,94.75
2015-05-23 00:00:00,25.5625,90.875,23.9875,2.6,1008.525,91.625
2015-05-23 08:00:00,26.6,86.0,24.0375,2.7,1009.4875,95.125
2015-05-23 16:00:00,27.1125,81.875,23.7375,0.0,1007.8875,97.125
2015-05-24 00:00:00,25.7375,91.0,24.1375,1.0,1008.075,74.0
2015-05-24 08:00:00,27.3125,83.375,24.2125,5.1,1008.7875,88.875
2015-05-24 16:00:00,27.1125,82.875,23.9375,0.1,1008.4125,97.25
2015-05-25 00:00:00,25.7375,88.625,23.6875,1.4,1009.2125,91.875
2015-05-25 08:00:00,28.05,81.125,24.5,1.1,1008.8875,70.125
2015-05-25 16:00:00,27.3125,82.875,24.15,0.0,1007.9,52.875
2015-05-26 00:00:00,26.4875,86.125,24.0125,0.7,1008.8375,34.75
2015-05-26 08:00:00,27.7,83.375,24.6125,0.4,1009.5625,43.875
2015-05-26 16:00:00,27.025,84.75,24.25,1.1,1008.35,77.25
2015-05-27 00:00:00,25.675,91.125,24.1125,0.7,1008.9,78.5
2015-05-27 08:00:00,27.7875,83.75,24.7625,0.30000000000000004,1008.25,35.25
2015-05-27 16:00:00,27.55,81.75,24.1125,0.0,1007.225,57.625
2015-05-28 00:00:00,26.5,86.75,24.1125,0.4,1007.6875,68.5
2015-05-28 08:00:00,28.175,78.0,23.9375,1.7000000000000002,1007.3,43.875
2015-05-28 16:00:00,27.5,79.875,23.7,0.0,1006.8625,32.75
2015-05-29 00:00:00,26.0,87.75,23.7875,0.5,1007.7625,55.5
2015-05-29 08:00:00,27.925,82.25,24.625,0.2,1008.2375,85.125
2015-05-29 16:00:00,26.7375,85.375,24.0625,5.6,1007.8875,53.25
2015-05-30 00:00:00,25.4,90.25,23.6875,2.6,1008.8,93.375
2015-05-30 08:00:00,27.475,85.25,24.7,1.0,1008.6875,96.375
2015-05-30 16:00:00,27.2625,84.5,24.3875,0.1,1006.8,52.5
2015-05-31 00:00:00,25.8125,90.0,24.0375,1.1,1007.1375,98.5
2015-05-31 08:00:00,27.8125,82.625,24.525,0.5,1007.0125,79.625
2015-05-31 16:00:00,26.7125,86.125,24.2625,1.5,1005.525,65.5
2015-06-01 00:00:00,25.0875,95.25,24.2375,2.1,1006.0125,69.0
2015-06-01 08:00:00,27.7,85.75,25.0125,1.1,1005.95,93.5
2015-06-01 16:00:00,26.175,87.5,23.925,5.0,1006.1875,98.625
2015-06-02 00:00:00,24.975,92.875,23.725,2.1,1007.6375,99.5
2015-06-02 08:00:00,27.1875,81.625,23.7625,1.2000000000000002,1008.3125,100.0
2015-06-02 16:00:00,26.2875,86.25,23.8125,0.9,1007.2625,95.25
2015-06-03 00:00:00,24.7875,94.875,23.9,0.0,1007.7125,67.5
2015-06-03 08:00:00,28.1375,78.125,23.9125,0.0,1007.3375,21.25
2015-06-03 16:00:00,27.725,79.875,23.8875,0.4,1006.675,11.75
2015-06-04 00:00:00,25.6125,89.0,23.6875,5.0,1007.85,55.5
2015-06-04 08:00:00,27.25,84.25,24.325,0.8,1007.4875,50.0
2015-06-04 16:00:00,27.3125,79.625,23.5375,0.0,1005.9125,25.25
2015-06-05 00:00:00,25.65,89.125,23.725,0.0,1005.9375,25.875
2015-06-05 08:00:00,29.05,73.625,23.8125,0.0,1005.1625,19.75
2015-06-05 16:00:00,28.0875,78.625,24.025000000000002,0.0,1004.8875,87.625
2015-06-06 00:00:00,26.1,88.875,24.0875,1.4,1005.6875,95.5
2015-06-06 08:00:00,27.8375,81.625,24.4,0.9,1005.725,96.625
2015-06-06 16:00:00,26.5625,86.0,24.0625,3.5,1005.4875,97.25
2015-06-07 00:00:00,25.1,90.625,23.425,4.2,1006.55,99.875
2015-06-07 08:00:00,26.7875,85.25,24.0875,1.6,1006.45,99.75
2015-06-07 16:00:00,25.7875,91.25,24.2875,7.4,1006.3625,95.875
2015-06-08 00:00:00,24.225,96.5,23.6,2.7,1006.825,98.25
2015-06-08 08:00:00,27.2,83.375,24.125,1.3,1006.9375,98.875
2015-06-08 16:00:00,25.3625,95.625,24.625,7.2,1006.75,99.25
2015-06-09 00:00:00,24.675,97.5,24.1875,1.6,1007.0124999999999,96.25
2015-06-09 08:00:00,27.9625,79.125,24.0,0.7,1006.6,90.125
2015-06-09 16:00:00,26.5625,82.125,23.2375,3.8,1006.5625,89.75
2015-06-10 00:00:00,24.475,93.5,23.337500000000002,7.0,1007.4375,98.375
2015-06-10 08:00:00,26.8,84.375,23.9,5.6,1007.575,99.625
2015-06-10 16:00:00,26.2,87.625,24.0,2.2,1006.7375,99.875
2015-06-11 00:00:00,24.1625,97.875,23.7875,7.8,1007.2,99.875
2015-06-11 08:00:00,25.8625,92.875,24.5875,3.6,1007.2375,96.0
2015-06-11 16:00:00,26.525,85.5,23.9125,3.0,1006.0875,94.5
2015-06-12 00:00:00,24.425,96.0,23.725,5.9,1006.5125,99.75
2015-06-12 08:00:00,26.825,84.0,23.8875,2.3,1006.65,98.625
2015-06-12 16:00:00,26.2375,87.5,24.025,0.30000000000000004,1005.9875,98.75
2015-06-13 00:00:00,25.0125,90.625,23.425,1.7,1006.3125,96.75
2015-06-13 08:00:00,26.15,87.75,23.9375,9.2,1006.3125,93.75
2015-06-13 16:00:00,26.125,86.0,23.6,6.1,1005.4125,99.625
2015-06-14 00:00:00,24.9875,91.75,23.5625,1.9,1006.175,99.0
2015-06-14 08:00:00,25.6125,89.625,23.8,5.0,1007.175,99.75
2015-06-14 16:00:00,26.212500000000002,83.875,23.2375,0.1,1005.9,100.0
2015-06-15 00:00:00,25.4375,87.375,23.1875,0.1,1006.475,99.75
2015-06-15 08:00:00,25.974999999999998,86.25,23.5125,1.3,1007.05,99.875
2015-06-15 16:00:00,25.2,92.0,23.775,5.9,1006.0625,99.625
2015-06-16 00:00:00,23.85,98.25,23.55,26.0,1006.6125,100.0
2015-06-16 08:00:00,25.05,93.125,23.8875,17.4,1006.5125,99.75
2015-06-16 16:00:00,25.425,89.0,23.4625,5.4,1006.175,99.75
2015-06-17 00:00:00,24.8125,90.5,23.1875,1.9000000000000001,1006.2875,100.0
2015-06-17 08:00:00,25.6,89.5,23.775,6.1,1006.7875,99.875
2015-06-17 16:00:00,25.8125,87.25,23.55,0.5,1005.8,94.75
2015-06-18 00:00:00,24.925,90.0,23.175,1.4,1006.35,90.375
2015-06-18 08:00:00,27.2125,82.375,23.9125,2.6,1006.3125,64.875
2015-06-18 16:00:00,26.175,85.75,23.575,2.9,1006.5125,90.375
2015-06-19 00:00:00,25.15,89.75,23.3625,0.5,1007.85,99.25
2015-06-19 08:00:00,26.9375,82.125,23.575,3.9000000000000004,1008.225,97.875
2015-06-19 16:00:00,26.575,81.375,23.1,0.6000000000000001,1008.5375,100.0
2015-06-20 00:00:00,25.05,86.75,22.6875,2.3,1008.7375,99.75
2015-06-20 08:00:00,27.625,77.0,23.1625,0.0,1007.45,73.0
2015-06-20 16:00:00,26.8375,81.5,23.375,0.0,1006.55,83.625
2015-06-21 00:00:00,25.6875,89.375,23.7875,0.0,1007.0125,43.625
2015-06-21 08:00:00,27.6125,80.0,23.875,0.6000000000000001,1007.9,83.625
2015-06-21 16:00:00,26.975,83.375,23.95,0.0,1007.5,44.25
2015-06-22 00:00:00,25.4,90.375,23.7625,1.8,1008.375,72.875
2015-06-22 08:00:00,27.125,83.625,24.1375,0.4,1008.0375,88.625
2015-06-22 16:00:00,26.55,83.875,23.575,1.9000000000000001,1007.65,76.875
2015-06-23 00:00:00,25.0,91.0,23.4125,1.6,1008.6875,50.125
2015-06-23 08:00:00,26.65,85.375,23.975,0.2,1008.5125,72.125
2015-06-23 16:00:00,25.4875,89.375,23.5875,7.5,1008.5,69.25
2015-06-24 00:00:00,24.7375,90.5,23.075,2.6,1009.125,65.5
2015-06-24 08:00:00,27.15,82.875,23.9875,2.4,1009.25,91.0
2015-06-24 16:00:00,25.9625,86.0,23.3875,3.6,1009.3,95.25
2015-06-25 00:00:00,25.0,89.5,23.175,0.5,1009.8,88.125
2015-06-25 08:00:00,27.175,82.0,23.825,1.2,1009.4875,85.75
2015-06-25 16:00:00,26.675,84.375,23.7875,0.5,1008.7,92.25
2015-06-26 00:00:00,25.6375,89.625,23.7625,0.1,1009.125,87.25
2015-06-26 08:00:00,27.85,81.375,24.3625,0.7000000000000001,1008.825,56.75
2015-06-26 16:00:00,26.825,84.5,23.9625,1.6,1008.7125,45.125
2015-06-27 00:00:00,25.5625,90.5,23.9,1.4,1009.8375,50.25
2015-06-27 08:00:00,27.4625,82.5,24.2,2.9999999999999996,1010.15,60.375
2015-06-27 16:00:00,27.2,81.75,23.75,1.0,1009.8375,33.75
2015-06-28 00:00:00,26.125,86.25,23.6375,0.0,1011.0375,31.625
2015-06-28 08:00:00,28.0,78.875,23.975,0.2,1011.2875,41.375
2015-06-28 16:00:00,27.2125,80.625,23.65,0.2,1010.075,29.375
2015-06-29 00:00:00,25.9,88.5,23.8375,0.6000000000000001,1010.65,34.875
2015-06-29 08:00:00,27.2125,81.75,23.8,0.3,1010.7875,43.5
2015-06-29 16:00:00,26.2375,80.0,22.5,0.8,1010.575,52.75
2015-06-30 00:00:00,25.275,84.75,22.5125,0.0,1011.225,68.25
2015-06-30 08:00:00,27.125,75.0,22.3,0.1,1010.725,76.75
2015-06-30 16:00:00,26.7125,75.0,21.875,0.0,1009.425,38.25
2015-07-01 00:00:00,26.0125,79.75,22.225,0.0,1010.3,26.625
2015-07-01 08:00:00,27.2625,72.5,21.925,0.7000000000000001,1010.2375,46.0
2015-07-01 16:00:00,26.7,73.75,21.625,0.0,1009.425,32.75
2015-07-02 00:00:00,25.7875,83.125,22.7375,0.0,1010.425,52.5
2015-07-02 08:00:00,27.3125,77.625,23.0125,0.2,1010.15,98.375
2015-07-02 16:00:00,26.625,78.375,22.525,0.0,1008.8875,64.375
2015-07-03 00:00:00,25.7125,83.75,22.7,0.0,1008.95,98.75
2015-07-03 08:00:00,27.2125,74.875,22.3875,0.2,1008.5125,98.875
2015-07-03 16:00:00,26.4625,79.25,22.5125,0.1,1007.3625,27.75
2015-07-04 00:00:00,25.3375,86.125,22.8375,0.0,1008.025,62.375
2015-07-04 08:00:00,27.3125,73.0,22.0125,0.1,1008.0625,54.0
2015-07-04 16:00:00,26.6625,75.625,21.975,0.0,1007.0375,97.25
2015-07-05 00:00:00,25.4125,84.875,22.6125,0.0,1008.475,99.0
2015-07-05 08:00:00,27.174999999999997,72.75,21.825,0.0,1007.9625,96.75
2015-07-05 16:00:00,26.425,77.5,22.1625,0.0,1006.5625,89.25
2015-07-06 00:00:00,25.2,86.375,22.75,0.0,1007.675,74.375
2015-07-06 08:00:00,27.1125,74.25,22.1,0.0,1007.4625,69.75
2015-07-06 16:00:00,26.4625,77.0,22.1,0.0,1005.8875,96.875
2015-07-07 00:00:00,25.575,82.375,22.3375,0.0,1006.5125,76.625
2015-07-07 08:00:00,27.475,71.875,21.9125,0.0,1006.6625,51.0
2015-07-07 16:00:00,26.7375,76.625,22.25,0.0,1005.5125,33.25
2015-07-08 00:00:00,25.8,82.875,22.65,0.0,1007.225,60.5
2015-07-08 08:00:00,27.325,73.625,22.2375,0.0,1007.15,58.25
2015-07-08 16:00:00,26.6,78.0,22.4375,0.0,1006.2875,22.25
2015-07-09 00:00:00,25.65,84.25,22.775,0.0,1007.1125,86.125
2015-07-09 08:00:00,27.4125,75.25,22.6375,0.0,1007.575,99.625
2015-07-09 16:00:00,26.775,77.875,22.65,0.5,1006.7125,99.625
2015-07-10 00:00:00,25.975,84.0,23.0875,0.0,1007.9,99.25
2015-07-10 08:00:00,27.4625,78.25,23.3125,0.8,1007.9625,99.25
2015-07-10 16:00:00,26.6375,84.5,23.7875,0.0,1007.075,99.625
2015-07-11 00:00:00,25.55,90.75,23.912499999999998,0.0,1008.025,99.125
2015-07-11 08:00:00,27.7375,79.875,23.875,0.2,1008.175,100.0
2015-07-11 16:00:00,26.8625,84.625,24.05,0.0,1007.5125,99.25
2015-07-12 00:00:00,26.0625,88.875,24.1,0.0,1007.7125,99.375
2015-07-12 08:00:00,28.0375,77.125,23.6875,0.0,1007.2375,99.375
2015-07-12 16:00:00,26.9625,84.0,24.025,0.0,1006.45,99.75
2015-07-13 00:00:00,25.2875,94.75,24.3875,0.0,1006.5125,81.375
2015-07-13 08:00:00,28.05,78.75,23.975,0.0,1006.65,59.875
2015-07-13 16:00:00,27.075,80.75,23.4625,0.0,1004.9,19.75
2015-07-14 00:00:00,25.8625,89.25,23.95,0.0,1005.375,47.25
2015-07-14 08:00:00,28.1875,77.375,23.775,0.5,1006.175,67.875
2015-07-14 16:00:00,27.375,82.75,24.1625,0.0,1005.5875,87.75
2015-07-15 00:00:00,26.3125,86.75,23.95,0.9,1006.525,60.375
2015-07-15 08:00:00,27.8875,79.0,23.875,1.3,1006.75,40.25
2015-07-15 16:00:00,27.2125,80.0,23.45,0.0,1006.1125,28.375
2015-07-16 00:00:00,25.9375,85.875,23.3875,0.4,1007.6375,48.5
2015-07-16 08:00:00,27.5625,77.75,23.287499999999998,1.4000000000000001,1007.7375,39.75
2015-07-16 16:00:00,26.9875,79.0,23.025,0.0,1006.6625,15.625
2015-07-17 00:00:00,26.025,86.0,23.475,0.0,1007.8625,28.75
2015-07-17 08:00:00,27.7,77.875,23.5,0.5,1008.1375,39.875
2015-07-17 16:00:00,26.775,83.0,23.625,0.8,1007.4,45.5
2015-07-18 00:00:00,25.3125,91.5,23.85,0.6,1007.7625,76.875
2015-07-18 08:00:00,26.8,85.0,24.0375,1.7,1008.2625,74.125
2015-07-18 16:00:00,26.3625,85.625,23.7625,0.3,1007.475,86.875
2015-07-19 00:00:00,25.2625,89.5,23.4125,0.9,1007.775,49.125
2015-07-19 08:00:00,27.0625,83.625,24.05,0.0,1007.575,44.0
2015-07-19 16:00:00,26.8375,80.75,23.2375,0.0,1006.6625,79.25
2015-07-20 00:00:00,25.575,88.0,23.4625,0.6,1007.725,34.5
2015-07-20 08:00:00,27.2125,82.625,24.0,0.7000000000000001,1008.0125,66.375
2015-07-20 16:00:00,26.7875,82.875,23.6,0.0,1007.5875,66.0
2015-07-21 00:00:00,25.175,89.125,23.2375,0.9,1009.4375,44.125
2015-07-21 08:00:00,26.75,82.75,23.5375,0.4,1009.9625,64.375
2015-07-21 16:00:00,26.575,83.125,23.4375,0.0,1008.8875,44.75
2015-07-22 00:00:00,25.425,88.375,23.3625,0.5,1010.0625,38.625
2015-07-22 08:00:00,27.175,82.0,23.8625,0.5,1010.35,53.375
2015-07-22 16:00:00,26.8875,81.5,23.425,0.0,1009.375,36.5
2015-07-23 00:00:00,25.6375,86.375,23.2125,1.6,1010.4625,30.625
2015-07-23 08:00:00,26.7375,83.75,23.7,1.1,1010.7,33.375
2015-07-23 16:00:00,26.8125,82.625,23.5875,0.0,1009.4875,17.0
2015-07-24 00:00:00,24.6875,92.875,23.45,0.30000000000000004,1009.7625,41.375
2015-07-24 08:00:00,27.5,79.5,23.6125,0.9,1009.4375,38.75
2015-07-24 16:00:00,26.9125,82.375,23.6625,0.0,1008.5,27.25
2015-07-25 00:00:00,25.85,86.875,23.5125,0.8,1009.075,40.0
2015-07-25 08:00:00,26.6875,82.875,23.525,4.1000000000000005,1009.4,63.875
2015-07-25 16:00:00,26.6125,81.75,23.2125,0.30000000000000004,1009.0,26.625
2015-07-26 00:00:00,25.0625,89.25,23.175,0.5,1010.0125,40.875
2015-07-26 08:00:00,27.175,79.875,23.3125,0.5,1010.2375,36.5
2015-07-26 16:00:00,26.9,80.0,23.1125,0.8,1009.6,28.375
2015-07-27 00:00:00,25.075,89.125,23.2,0.4,1009.8875,33.25
2015-07-27 08:00:00,27.037499999999998,81.875,23.7,3.1000000000000005,1009.6,62.875
2015-07-27 16:00:00,26.15,85.5,23.5,3.7,1009.225,76.375
2015-07-28 00:00:00,24.2125,93.125,23.0125,6.0,1010.15,96.375
2015-07-28 08:00:00,25.8125,83.875,22.825,1.8,1010.6125,99.5
2015-07-28 16:00:00,25.6,84.875,22.825,3.3,1009.7125,99.25
2015-07-29 00:00:00,23.575,94.5,22.675,4.3,1010.1375,99.625
2015-07-29 08:00:00,25.9875,86.0,23.4625,2.0,1009.875,81.5
2015-07-29 16:00:00,26.1,83.75,23.1375,0.5,1008.4375,69.125
2015-07-30 00:00:00,25.225,86.5,22.8,1.3,1008.6625,63.25
2015-07-30 08:00:00,26.4875,83.875,23.5125,3.0,1008.6750000000001,64.375
2015-07-30 16:00:00,26.6625,80.5,23.025,0.0,1007.5875,82.375
2015-07-31 00:00:00,25.7125,85.5,23.0625,0.6000000000000001,1007.7125,66.25
2015-07-31 08:00:00,26.375,86.25,23.875,0.9,1008.0,90.125
2015-07-31 16:00:00,26.025,84.875,23.2625,0.8999999999999999,1007.2875,86.125
2015-08-01 00:00:00,24.7375,89.75,22.95,1.2,1008.3875,87.75
2015-08-01 08:00:00,26.1125,82.25,22.825,0.5,1009.1125,91.25
2015-08-01 16:00:00,26.1875,79.875,22.425,0.0,1008.2375,90.25
2015-08-02 00:00:00,25.15,85.5,22.4875,0.2,1009.75,98.5
2015-08-02 08:00:00,26.5375,79.125,22.5625,0.1,1009.7375,89.125
2015-08-02 16:00:00,26.275,77.375,21.975,0.0,1008.5625,91.125
2015-08-03 00:00:00,25.3875,81.625,22.0,0.0,1009.4875,67.5
2015-08-03 08:00:00,26.8625,73.625,21.75,2.2,1009.225,79.0
2015-08-03 16:00:00,26.25,77.25,21.9625,0.1,1008.275,62.25
2015-08-04 00:00:00,25.3,83.125,22.2625,0.0,1008.4875,85.0
2015-08-04 08:00:00,27.1625,72.0,21.65,0.1,1007.9625,75.0
2015-08-04 16:00:00,26.3375,77.75,22.0875,0.0,1007.35,98.25
2015-08-05 00:00:00,25.1625,86.25,22.6875,0.0,1008.6375,99.625
2015-08-05 08:00:00,26.8125,75.5,22.125,1.2,1007.9625,99.875
2015-08-05 16:00:00,26.175,79.25,22.2375,0.1,1006.375,96.875
2015-08-06 00:00:00,25.3875,86.25,22.9,0.0,1007.325,93.875
2015-08-06 08:00:00,27.175,75.125,22.4,0.0,1006.4125,99.0
2015-08-06 16:00:00,26.3625,75.75,21.7375,0.0,1005.3125,98.5
2015-08-07 00:00:00,25.4625,84.375,22.6125,0.0,1006.95,99.875
2015-08-07 08:00:00,27.25,76.25,22.675,0.0,1006.9125,99.875
2015-08-07 16:00:00,26.4625,79.75,22.65,0.0,1006.15,92.625
2015-08-08 00:00:00,25.5125,85.875,23.0,0.0,1007.1625,93.75
2015-08-08 08:00:00,27.525,74.125,22.4875,0.0,1007.1,98.625
2015-08-08 16:00:00,26.4875,80.875,22.8875,0.0,1005.5,83.375
2015-08-09 00:00:00,25.650000000000002,87.125,23.3375,0.0,1006.1125,100.0
2015-08-09 08:00:00,27.5625,77.125,23.1375,0.0,1006.375,100.0
2015-08-09 16:00:00,26.775,79.625,22.95,0.0,1005.8000000000001,98.0
2015-08-10 00:00:00,25.95,86.0,23.4375,0.0,1006.675,39.375
2015-08-10 08:00:00,28.2625,73.625,23.0875,0.0,1007.25,47.75
2015-08-10 16:00:00,27.0125,80.25,23.325,0.0,1006.4125,13.0
2015-08-11 00:00:00,25.650000000000002,90.25,23.9375,0.2,1008.0125,18.875
2015-08-11 08:00:00,28.0125,77.5,23.725,0.30000000000000004,1008.1125,29.25
2015-08-11 16:00:00,27.05,82.625,23.8375,0.0,1006.9625,53.125
2015-08-12 00:00:00,26.0125,88.375,23.9625,0.0,1007.425,20.0
2015-08-12 08:00:00,28.2625,78.5,24.125,0.0,1007.825,20.5
2015-08-12 16:00:00,27.3375,81.125,23.7875,0.0,1007.6125,27.75
2015-08-13 00:00:00,25.2625,89.375,23.4,1.6,1008.95,42.5
